Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year; Month; Monthly Mean; Relative Sea Level Trend Line; Higher 95% Confidence Interval; and Lower 95% Confidence Interval.
Product of NOAAs National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1984,12,-0.014,-0.010,-0.001,-0.018,
1985,1,-0.016,-0.009,-0.000,-0.018,
1985,2,0.004,-0.009,-0.000,-0.018,
1985,3,-0.099,-0.009,0.000,-0.018,
1985,4,-0.136,-0.009,0.000,-0.017,
1985,5,-0.007,-0.008,0.000,-0.017,
1985,6,-0.064,-0.008,0.001,-0.017,
1985,7,-0.010,-0.008,0.001,-0.017,
1985,8,0.078,-0.008,0.001,-0.017,
1985,9,-0.039,-0.007,0.001,-0.016,
1985,10,0.027,-0.007,0.002,-0.016,
1985,11,-0.006,-0.007,0.002,-0.016,
1985,12,-0.035,-0.007,0.002,-0.016,
1986,1,-0.104,-0.007,0.002,-0.015,
1986,2,-0.033,-0.006,0.003,-0.015,
1986,3,-0.145,-0.006,0.003,-0.015,
1986,4,0.032,-0.006,0.003,-0.015,
1986,5,0.021,-0.006,0.003,-0.015,
1986,6,0.039,-0.005,0.004,-0.014,
1986,7,0.002,-0.005,0.004,-0.014,
1986,8,-0.033,-0.005,0.004,-0.014,
1986,9,-0.097,-0.005,0.004,-0.014,
1986,10,-0.107,-0.005,0.004,-0.013,
1986,11,-0.012,-0.004,0.005,-0.013,
1986,12,0.020,-0.004,0.005,-0.013,
1987,1,0.115,-0.004,0.005,-0.013,
1987,2,0.028,-0.004,0.005,-0.013,
1987,3,0.151,-0.003,0.006,-0.012,
1987,4,0.017,-0.003,0.006,-0.012,
1987,5,-0.049,-0.003,0.006,-0.012,
1987,6,-0.098,-0.003,0.006,-0.012,
1987,7,-0.028,-0.002,0.007,-0.011,
1987,8,-0.063,-0.002,0.007,-0.011,
1987,9,-0.078,-0.002,0.007,-0.011,
1987,10,-0.134,-0.002,0.007,-0.011,
1987,11,-0.091,-0.002,0.008,-0.011,
1987,12,-0.084,-0.001,0.008,-0.010,
1988,1,-0.062,-0.001,0.008,-0.010,
1988,2,-0.075,-0.001,0.008,-0.010,
1988,3,-0.139,-0.001,0.008,-0.010,
1988,4,-0.017,-0.000,0.009,-0.010,
1988,5,-0.083,-0.000,0.009,-0.009,
1988,6,-0.049,0.000,0.009,-0.009,
1988,7,-0.083,0.000,0.009,-0.009,
1988,8,-0.060,0.001,0.010,-0.009,
1988,9,-0.063,0.001,0.010,-0.008,
1988,10,-0.046,0.001,0.010,-0.008,
1988,11,-0.079,0.001,0.010,-0.008,
1988,12,-0.111,0.001,0.011,-0.008,
1989,1,-0.083,0.002,0.011,-0.008,
1989,2,-0.082,0.002,0.011,-0.007,
1989,3,0.068,0.002,0.011,-0.007,
1989,4,0.017,0.002,0.012,-0.007,
1989,5,0.033,0.003,0.012,-0.007,
1989,6,-0.052,0.003,0.012,-0.006,
1989,7,0.005,0.003,0.012,-0.006,
1989,8,-0.027,0.003,0.012,-0.006,
1989,9,-0.051,0.003,0.013,-0.006,
1989,10,-0.025,0.004,0.013,-0.006,
1989,11,-0.082,0.004,0.013,-0.005,
1989,12,-0.047,0.004,0.013,-0.005,
1990,1,-0.107,0.004,0.014,-0.005,
1990,2,-0.078,0.005,0.014,-0.005,
1990,3,-0.026,0.005,0.014,-0.004,
1990,4,-0.035,0.005,0.014,-0.004,
1990,5,0.006,0.005,0.015,-0.004,
1990,6,-0.016,0.006,0.015,-0.004,
1990,7,-0.016,0.006,0.015,-0.004,
1990,8,-0.021,0.006,0.015,-0.003,
1990,9,-0.024,0.006,0.016,-0.003,
1990,10,-0.034,0.006,0.016,-0.003,
1990,11,0.013,0.007,0.016,-0.003,
1990,12,-0.032,0.007,0.016,-0.003,
1991,1,0.118,0.007,0.017,-0.002,
1991,2,-0.078,0.007,0.017,-0.002,
1991,3,0.065,0.008,0.017,-0.002,
1991,4,-0.023,0.008,0.017,-0.002,
1991,5,0.006,0.008,0.017,-0.001,
1991,6,0.036,0.008,0.018,-0.001,
1991,7,0.054,0.008,0.018,-0.001,
1991,8,0.075,0.009,0.018,-0.001,
1991,9,0.004,0.009,0.018,-0.001,
1991,10,0.003,0.009,0.019,-0.000,
1991,11,0.013,0.009,0.019,-0.000,
1991,12,-0.139,0.010,0.019,0.000,
1992,1,0.015,0.010,0.019,0.000,
1992,2,-0.027,0.010,0.020,0.000,
1992,3,-0.084,0.010,0.020,0.001,
1992,4,-0.029,0.011,0.020,0.001,
1992,5,0.024,0.011,0.020,0.001,
1992,6,0.085,0.011,0.021,0.001,
1992,7,0.018,0.011,0.021,0.002,
1992,8,0.051,0.011,0.021,0.002,
1992,9,-0.048,0.012,0.021,0.002,
1992,10,0.009,0.012,0.022,0.002,
1992,11,0.046,0.012,0.022,0.002,
1992,12,0.005,0.012,0.022,0.003,
1993,1,0.179,0.013,0.022,0.003,
1993,2,0.059,0.013,0.023,0.003,
1993,3,0.020,0.013,0.023,0.003,
1993,4,0.111,0.013,0.023,0.004,
1993,5,-0.016,0.013,0.023,0.004,
1993,6,-0.034,0.014,0.023,0.004,
1993,7,-0.031,0.014,0.024,0.004,
1993,8,-0.033,0.014,0.024,0.004,
1993,9,-0.051,0.014,0.024,0.005,
1993,10,0.003,0.015,0.024,0.005,
1993,11,-0.048,0.015,0.025,0.005,
1993,12,-0.005,0.015,0.025,0.005,
1994,1,-0.093,0.015,0.025,0.005,
1994,2,-0.029,0.016,0.025,0.006,
1994,3,0.045,0.016,0.026,0.006,
1994,4,-0.084,0.016,0.026,0.006,
1994,5,0.019,0.016,0.026,0.006,
1994,6,-0.047,0.016,0.026,0.007,
1994,7,-0.057,0.017,0.027,0.007,
1994,8,-0.034,0.017,0.027,0.007,
1994,9,-0.001,0.017,0.027,0.007,
1994,10,0.012,0.017,0.027,0.007,
1994,11,-0.095,0.018,0.028,0.008,
1994,12,0.126,0.018,0.028,0.008,
1995,1,0.041,0.018,0.028,0.008,
1995,2,-0.039,0.018,0.028,0.008,
1995,3,0.061,0.018,0.029,0.008,
1995,4,-0.004,0.019,0.029,0.009,
1995,5,0.044,0.019,0.029,0.009,
1995,6,0.096,0.019,0.029,0.009,
1995,7,0.126,0.019,0.030,0.009,
1995,8,0.139,0.020,0.030,0.010,
1995,9,0.074,0.020,0.030,0.010,
1995,10,0.086,0.020,0.030,0.010,
1995,11,0.045,0.020,0.030,0.010,
1995,12,0.022,0.021,0.031,0.010,
1996,1,0.002,0.021,0.031,0.011,
1996,2,-0.055,0.021,0.031,0.011,
1996,3,-0.100,0.021,0.031,0.011,
1996,4,-0.071,0.021,0.032,0.011,
1996,5,-0.043,0.022,0.032,0.011,
1996,6,-0.051,0.022,0.032,0.012,
1996,7,-0.010,0.022,0.032,0.012,
1996,8,0.009,0.022,0.033,0.012,
1996,9,0.239,0.023,0.033,0.012,
1996,10,0.140,0.023,0.033,0.012,
1996,11,0.038,0.023,0.033,0.013,
1996,12,0.081,0.023,0.034,0.013,
1997,1,0.020,0.024,0.034,0.013,
1997,2,0.043,0.024,0.034,0.013,
1997,3,0.018,0.024,0.034,0.014,
1997,4,0.072,0.024,0.035,0.014,
1997,5,-0.004,0.024,0.035,0.014,
1997,6,0.024,0.025,0.035,0.014,
1997,7,0.028,0.025,0.035,0.014,
1997,8,0.012,0.025,0.036,0.015,
1997,9,-0.015,0.025,0.036,0.015,
1997,10,-0.051,0.026,0.036,0.015,
1997,11,-0.043,0.026,0.036,0.015,
1997,12,-0.008,0.026,0.037,0.015,
1998,1,0.107,0.026,0.037,0.016,
1998,2,0.392,0.026,0.037,0.016,
1998,3,0.156,0.027,0.037,0.016,
1998,4,0.085,0.027,0.038,0.016,
1998,5,0.091,0.027,0.038,0.017,
1998,6,-0.035,0.027,0.038,0.017,
1998,7,-0.067,0.028,0.038,0.017,
1998,8,-0.065,0.028,0.039,0.017,
1998,9,-0.004,0.028,0.039,0.017,
1998,10,-0.118,0.028,0.039,0.018,
1998,11,-0.074,0.029,0.039,0.018,
1998,12,-0.028,0.029,0.039,0.018,
1999,1,0.042,0.029,0.040,0.018,
1999,2,0.138,0.029,0.040,0.018,
1999,3,-0.020,0.029,0.040,0.019,
1999,4,0.009,0.030,0.040,0.019,
1999,5,0.051,0.030,0.041,0.019,
1999,6,-0.013,0.030,0.041,0.019,
1999,7,0.006,0.030,0.041,0.019,
1999,8,0.040,0.031,0.041,0.020,
1999,9,0.313,0.031,0.042,0.020,
1999,10,0.207,0.031,0.042,0.020,
1999,11,0.014,0.031,0.042,0.020,
1999,12,0.035,0.031,0.042,0.021,
2000,1,-0.024,0.032,0.043,0.021,
2000,2,-0.099,0.032,0.043,0.021,
2000,3,-0.001,0.032,0.043,0.021,
2000,4,0.013,0.032,0.043,0.021,
2000,5,0.020,0.033,0.044,0.022,
2000,6,-0.023,0.033,0.044,0.022,
2000,7,0.055,0.033,0.044,0.022,
2000,8,0.086,0.033,0.044,0.022,
2000,9,0.088,0.034,0.045,0.022,
2000,10,0.035,0.034,0.045,0.023,
2000,11,0.056,0.034,0.045,0.023,
2000,12,-0.062,0.034,0.045,0.023,
2001,1,-0.106,0.034,0.046,0.023,
2001,2,-0.142,0.035,0.046,0.023,
2001,3,0.027,0.035,0.046,0.024,
2001,4,-0.046,0.035,0.046,0.024,
2001,5,0.004,0.035,0.047,0.024,
2001,6,-0.004,0.036,0.047,0.024,
2001,7,0.017,0.036,0.047,0.025,
2001,8,-0.027,0.036,0.047,0.025,
2001,9,0.005,0.036,0.048,0.025,
2001,10,-0.014,0.036,0.048,0.025,
2001,11,-0.030,0.037,0.048,0.025,
2001,12,0.015,0.037,0.048,0.026,
2002,1,-0.128,0.037,0.049,0.026,
2002,2,-0.050,0.037,0.049,0.026,
2002,3,-0.073,0.038,0.049,0.026,
2002,4,0.007,0.038,0.049,0.026,
2002,5,-0.036,0.038,0.050,0.027,
2002,6,0.009,0.038,0.050,0.027,
2002,7,-0.025,0.039,0.050,0.027,
2002,8,0.051,0.039,0.050,0.027,
2002,9,0.022,0.039,0.051,0.027,
2002,10,0.068,0.039,0.051,0.028,
2002,11,0.014,0.039,0.051,0.028,
2002,12,-0.006,0.040,0.051,0.028,
2003,1,-0.076,0.040,0.051,0.028,
2003,2,-0.096,0.040,0.052,0.029,
2003,3,0.120,0.040,0.052,0.029,
2003,4,0.186,0.041,0.052,0.029,
2003,5,0.039,0.041,0.052,0.029,
2003,6,0.071,0.041,0.053,0.029,
2003,7,-0.021,0.041,0.053,0.030,
2003,8,-0.006,0.041,0.053,0.030,
2003,9,0.038,0.042,0.053,0.030,
2003,10,0.024,0.042,0.054,0.030,
2003,11,0.040,0.042,0.054,0.030,
2003,12,0.033,0.042,0.054,0.031,
2004,1,-0.054,0.043,0.054,0.031,
2004,2,-0.052,0.043,0.055,0.031,
2004,3,-0.082,0.043,0.055,0.031,
2004,4,-0.097,0.043,0.055,0.031,
2004,5,-0.052,0.044,0.055,0.032,
2004,6,-0.028,0.044,0.056,0.032,
2004,7,-0.009,0.044,0.056,0.032,
2004,8,-0.003,0.044,0.056,0.032,
2004,9,0.015,0.044,0.056,0.032,
2004,10,0.068,0.045,0.057,0.033,
2004,11,-0.027,0.045,0.057,0.033,
2004,12,-0.033,0.045,0.057,0.033,
2005,1,0.043,0.045,0.057,0.033,
2005,2,0.050,0.046,0.058,0.034,
2005,3,0.006,0.046,0.058,0.034,
2005,4,0.055,0.046,0.058,0.034,
2005,5,0.030,0.046,0.058,0.034,
2005,6,0.009,0.047,0.059,0.034,
2005,7,-0.007,0.047,0.059,0.035,
2005,8,0.048,0.047,0.059,0.035,
2005,9,0.024,0.047,0.059,0.035,
2005,10,0.092,0.047,0.060,0.035,
2005,11,-0.070,0.048,0.060,0.035,
2005,12,-0.022,0.048,0.060,0.036,
2006,1,0.016,0.048,0.060,0.036,
2006,2,-0.068,0.048,0.061,0.036,
2006,3,-0.044,0.049,0.061,0.036,
2006,4,-0.073,0.049,0.061,0.036,
2006,5,0.069,0.049,0.061,0.037,
2006,6,-0.010,0.049,0.062,0.037,
2006,7,-0.056,0.049,0.062,0.037,
2006,8,-0.004,0.050,0.062,0.037,
2006,9,0.114,0.050,0.062,0.037,
2006,10,-0.007,0.050,0.063,0.038,
2006,11,0.104,0.050,0.063,0.038,
2006,12,0.077,0.051,0.063,0.038,
2007,1,0.049,0.051,0.063,0.038,
2007,2,-0.039,0.051,0.064,0.039,
2007,3,-0.074,0.051,0.064,0.039,
2007,4,0.018,0.052,0.064,0.039,
2007,5,-0.006,0.052,0.064,0.039,
2007,6,0.047,0.052,0.065,0.039,
2007,7,0.016,0.052,0.065,0.040,
2007,8,-0.022,0.052,0.065,0.040,
2007,9,-0.034,0.053,0.065,0.040,
2007,10,-0.002,0.053,0.066,0.040,
2007,11,-0.064,0.053,0.066,0.040,
2007,12,-0.076,0.053,0.066,0.041,
2008,1,-0.117,0.054,0.066,0.041,
2008,2,-0.108,0.054,0.067,0.041,
2008,3,-0.090,0.054,0.067,0.041,
2008,4,0.065,0.054,0.067,0.041,
2008,5,0.073,0.054,0.067,0.042,
2008,6,-0.082,0.055,0.068,0.042,
2008,7,-0.008,0.055,0.068,0.042,
2008,8,0.072,0.055,0.068,0.042,
2008,9,0.140,0.055,0.068,0.042,
2008,10,0.026,0.056,0.069,0.043,
2008,11,0.030,0.056,0.069,0.043,
2008,12,-0.064,0.056,0.069,0.043,
2009,1,-0.093,0.056,0.069,0.043,
2009,2,-0.170,0.057,0.070,0.043,
2009,3,-0.005,0.057,0.070,0.044,
2009,4,-0.008,0.057,0.070,0.044,
2009,5,-0.024,0.057,0.070,0.044,
2009,6,0.124,0.057,0.071,0.044,
2009,7,0.032,0.058,0.071,0.045,
2009,8,-0.029,0.058,0.071,0.045,
2009,9,0.162,0.058,0.071,0.045,
2009,10,0.049,0.058,0.072,0.045,
2009,11,0.230,0.059,0.072,0.045,
2009,12,0.223,0.059,0.072,0.046,
2010,1,0.081,0.059,0.072,0.046,
2010,2,0.145,0.059,0.073,0.046,
2010,3,0.104,0.059,0.073,0.046,
2010,4,-0.024,0.060,0.073,0.046,
2010,5,-0.067,0.060,0.073,0.047,
2010,6,-0.035,0.060,0.074,0.047,
2010,7,-0.025,0.060,0.074,0.047,
2010,8,0.031,0.061,0.074,0.047,
2010,9,0.037,0.061,0.074,0.047,
2010,10,0.093,0.061,0.075,0.048,
2010,11,0.025,0.061,0.075,0.048,
2010,12,-0.034,0.062,0.075,0.048,
2011,1,-0.085,0.062,0.075,0.048,
2011,2,-0.051,0.062,0.076,0.048,
2011,3,-0.018,0.062,0.076,0.049,
2011,4,-0.047,0.062,0.076,0.049,
2011,5,0.029,0.063,0.076,0.049,
2011,6,0.009,0.063,0.077,0.049,
2011,7,0.043,0.063,0.077,0.049,
2011,8,0.087,0.063,0.077,0.050,
2011,9,0.049,0.064,0.077,0.050,
2011,10,-0.012,0.064,0.078,0.050,
2011,11,-0.009,0.064,0.078,0.050,
2011,12,-0.000,0.064,0.078,0.051,
2012,1,-0.060,0.064,0.078,0.051,
2012,2,-0.034,0.065,0.079,0.051,
2012,3,-0.033,0.065,0.079,0.051,
2012,4,0.073,0.065,0.079,0.051,
2012,5,0.050,0.065,0.079,0.052,
2012,6,0.164,0.066,0.080,0.052,
2012,7,0.069,0.066,0.080,0.052,
2012,8,0.113,0.066,0.080,0.052,
2012,9,0.018,0.066,0.080,0.052,
2012,10,0.014,0.067,0.081,0.053,
2012,11,0.105,0.067,0.081,0.053,
2012,12,0.067,0.067,0.081,0.053,
2013,1,0.030,0.067,0.081,0.053,
2013,2,-0.011,0.067,0.082,0.053,
2013,3,0.046,0.068,0.082,0.054,
2013,4,-0.007,0.068,0.082,0.054,
2013,5,0.058,0.068,0.082,0.054,
2013,6,0.072,0.068,0.083,0.054,
2013,7,0.147,0.069,0.083,0.054,
2013,8,0.109,0.069,0.083,0.055,
2013,9,0.022,0.069,0.083,0.055,
2013,10,0.057,0.069,0.084,0.055,
2013,11,-0.015,0.070,0.084,0.055,
2013,12,0.056,0.070,0.084,0.055,
2014,1,0.114,0.070,0.084,0.056,
2014,2,0.129,0.070,0.085,0.056,
2014,3,0.137,0.070,0.085,0.056,
2014,4,0.142,0.071,0.085,0.056,
2014,5,0.130,0.071,0.085,0.056,
2014,6,0.077,0.071,0.086,0.057,
2014,7,0.098,0.071,0.086,0.057,
2014,8,0.187,0.072,0.086,0.057,
2014,9,0.164,0.072,0.086,0.057,
2014,10,0.061,0.072,0.087,0.058,
2014,11,0.054,0.072,0.087,0.058,
2014,12,0.127,0.072,0.087,0.058,
2015,1,0.159,0.073,0.087,0.058,
2015,2,0.098,0.073,0.088,0.058,
2015,3,0.048,0.073,0.088,0.059,
2015,4,0.047,0.073,0.088,0.059,
2015,5,0.080,0.074,0.088,0.059,
2015,6,0.043,0.074,0.089,0.059,
2015,7,0.121,0.074,0.089,0.059,
2015,8,0.091,0.074,0.089,0.060,
2015,9,0.059,0.075,0.089,0.060,
2015,10,0.258,0.075,0.090,0.060,
2015,11,0.227,0.075,0.090,0.060,
2015,12,0.246,0.075,0.090,0.060,
2016,1,0.247,0.075,0.090,0.061,
2016,2,0.213,0.076,0.091,0.061,
2016,3,0.079,0.076,0.091,0.061,
2016,4,0.104,0.076,0.091,0.061,
2016,5,0.147,0.076,0.091,0.061,
2016,6,0.192,0.077,0.092,0.062,
2016,7,0.094,0.077,0.092,0.062,
2016,8,0.079,0.077,0.092,0.062,
2016,9,0.097,0.077,0.092,0.062,
2016,10,0.375,0.077,0.093,0.062,
2016,11,0.154,0.078,0.093,0.063,
2016,12,0.116,0.078,0.093,0.063,
2017,1,0.084,0.078,0.093,0.063,
2017,2,0.016,0.078,0.094,0.063,
2017,3,-0.056,0.079,0.094,0.063,
2017,4,0.151,0.079,0.094,0.064,
2017,5,0.132,0.079,0.094,0.064,
2017,6,0.103,0.079,0.095,0.064,
2017,7,0.102,0.080,0.095,0.064,
2017,8,0.142,0.080,0.095,0.064,
2017,9,0.189,0.080,0.095,0.065,
2017,10,0.056,0.080,0.096,0.065,
2017,11,0.072,0.080,0.096,0.065,
2017,12,0.047,0.081,0.096,0.065,
2018,1,-0.046,0.081,0.096,0.065,
2018,2,0.028,0.081,0.097,0.066,
2018,3,0.160,0.081,0.097,0.066,
2018,4,0.071,0.082,0.097,0.066,
2018,5,0.080,0.082,0.097,0.066,
2018,6,0.100,0.082,0.098,0.067,
2018,7,0.123,0.082,0.098,0.067,
2018,8,0.154,0.082,0.098,0.067,
2018,9,0.450,0.083,0.098,0.067,
2018,10,0.155,0.083,0.099,0.067,
2018,11,0.251,0.083,0.099,0.068,
2018,12,0.280,0.083,0.099,0.068,
2019,1,0.175,0.084,0.099,0.068,
2019,2,0.156,0.084,0.100,0.068,
2019,3,0.206,0.084,0.100,0.068,
2019,4,0.184,0.084,0.100,0.069,
2019,5,0.168,0.085,0.100,0.069,
2019,6,0.152,0.085,0.101,0.069,
2019,7,0.188,0.085,0.101,0.069,
2019,8,0.160,0.085,0.101,0.069,
2019,9,0.165,0.085,0.101,0.070,
2019,10,0.180,0.086,0.102,0.070,
2019,11,0.194,0.086,0.102,0.070,
2019,12,0.144,0.086,0.102,0.070,
2020,1,0.111,0.086,0.102,0.070,
2020,2,0.206,0.087,0.103,0.071,
2020,3,0.091,0.087,0.103,0.071,
2020,4,0.175,0.087,0.103,0.071,
2020,5,0.155,0.087,0.103,0.071,
2020,6,0.265,0.087,0.104,0.071,
2020,7,0.188,0.088,0.104,0.072,
2020,8,0.224,0.088,0.104,0.072,
2020,9,0.198,0.088,0.104,0.072,
2020,10,0.220,0.088,0.105,0.072,
2020,11,0.242,0.089,0.105,0.072,
2020,12,0.178,0.089,0.105,0.073,
2021,1,0.247,0.089,0.105,0.073,
2021,2,0.269,0.089,0.106,0.073,
2021,3,0.145,0.090,0.106,0.073,
2021,4,0.157,0.090,0.106,0.073,
2021,5,0.046,0.090,0.106,0.074,
2021,6,0.102,0.090,0.107,0.074,
2021,7,0.167,0.090,0.107,0.074,
2021,8,0.164,0.091,0.107,0.074,
2021,9,0.115,0.091,0.107,0.074,
2021,10,0.126,0.091,0.108,0.075,
2021,11,0.150,0.091,0.108,0.075,
2021,12,0.121,0.092,0.108,0.075,
2022,1,0.227,0.092,0.108,0.075,
2022,2,0.059,0.092,0.109,0.076,
2022,3,0.064,0.092,0.109,0.076,
2022,4,0.111,0.093,0.109,0.076,
2022,5,0.189,0.093,0.109,0.076,
2022,6,0.156,0.093,0.110,0.076,
2022,7,0.126,0.093,0.110,0.077,
2022,8,0.080,0.093,0.110,0.077,
2022,9,0.139,0.094,0.110,0.077,
2022,10,0.170,0.094,0.111,0.077,
2022,11,0.148,0.094,0.111,0.077,
2022,12,0.173,0.094,0.111,0.078,
2023,1,0.130,0.095,0.111,0.078,
2023,2,0.099,0.095,0.112,0.078,
2023,3,0.197,0.095,0.112,0.078,
2023,4,0.206,0.095,0.112,0.078,
2023,5,0.180,0.095,0.112,0.079,
2023,6,0.243,0.096,0.113,0.079,
2023,7,0.218,0.096,0.113,0.079,
2023,8,0.133,0.096,0.113,0.079,
2023,9,0.196,0.096,0.113,0.079,
2023,10,0.229,0.097,0.114,0.080,
2023,11,0.205,0.097,0.114,0.080,
2023,12,0.219,0.097,0.114,0.080,
2024,1,0.197,0.097,0.114,0.080,
2024,2,0.212,0.098,0.115,0.080,
2024,3,0.185,0.098,0.115,0.081,
2024,4,0.154,0.098,0.115,0.081,
2024,5,0.211,0.098,0.115,0.081,
2024,6,0.130,0.098,0.116,0.081,
2024,7,0.155,0.099,0.116,0.081,
2024,8,0.279,0.099,0.116,0.082,
2024,9,0.338,0.099,0.116,0.082,
